nameWithOwner,owner,description,primaryLanguage,stars,forks,createdAt,updatedAt,repositoryAge,daysSinceUpdate,mergedPullRequests,releases,openIssues,closedIssues,totalIssues,closedIssuesRatio,watchers,url
FiloSottile/mkcert,FiloSottile,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,58250,3043,2018-06-25T05:33:03Z,2026-03-05T17:26:55Z,2810,0,52,14,109,241,350,0.6885714285714286,0,https://github.com/FiloSottile/mkcert
FFmpeg/FFmpeg,FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git,C,57597,13526,2011-04-14T14:12:38Z,2026-03-05T16:55:05Z,5439,0,0,0,0,0,0,0.0,0,https://github.com/FFmpeg/FFmpeg
sharkdp/bat,sharkdp,A cat(1) clone with wings.,Rust,57517,1467,2018-04-21T10:52:23Z,2026-03-05T17:36:14Z,2875,0,1577,43,314,1266,1580,0.8012658227848102,0,https://github.com/sharkdp/bat
usememos/memos,usememos,"An open-source, self-hosted note-taking service. Your thoughts, your data, your control — no tracking, no ads, no subscription fees.",Go,57494,4154,2021-12-08T15:30:18Z,2026-03-05T16:53:57Z,1548,0,1917,86,12,2812,2824,0.9957507082152974,0,https://github.com/usememos/memos
h5bp/html5-boilerplate,h5bp,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",JavaScript,57396,12309,2010-01-24T18:03:24Z,2026-03-05T17:03:29Z,5883,0,804,34,5,1353,1358,0.9963181148748159,0,https://github.com/h5bp/html5-boilerplate
FuelLabs/fuel-core,FuelLabs,Rust full node implementation of the Fuel v2 protocol.,Rust,57341,2859,2020-08-27T21:12:14Z,2026-03-05T07:22:49Z,2015,0,1615,124,158,996,1154,0.8630849220103987,0,https://github.com/FuelLabs/fuel-core
withastro/astro,withastro,The web framework for content-driven websites. ⭐️ Star to support our work!,TypeScript,57286,3191,2021-03-15T17:19:47Z,2026-03-05T17:34:46Z,1816,0,8243,1000,188,5787,5975,0.9685355648535565,0,https://github.com/withastro/astro
pmndrs/zustand,pmndrs,🐻 Bear necessities for state management in React,TypeScript,57246,1965,2019-04-09T09:10:06Z,2026-03-05T17:15:20Z,2522,0,888,101,2,691,693,0.9971139971139971,0,https://github.com/pmndrs/zustand
scutan90/DeepLearning-500-questions,scutan90,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,JavaScript,57180,15975,2018-06-27T06:36:45Z,2026-03-05T16:11:39Z,2808,0,302,0,111,81,192,0.421875,0,https://github.com/scutan90/DeepLearning-500-questions
zylon-ai/private-gpt,zylon-ai,"Interact with your documents using the power of GPT, 100% privately, no data leaks",Python,57149,7612,2023-05-02T09:15:31Z,2026-03-05T15:55:11Z,1038,0,226,10,262,965,1227,0.7864710676446618,0,https://github.com/zylon-ai/private-gpt
ultralytics/yolov5,ultralytics,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,Python,56935,17428,2020-05-18T03:45:11Z,2026-03-05T16:54:43Z,2117,0,2239,10,39,9401,9440,0.9958686440677966,0,https://github.com/ultralytics/yolov5
soimort/you-get,soimort,:arrow_double_down: Dumb downloader that scrapes the web,Python,56764,9785,2012-08-20T15:53:36Z,2026-03-05T15:01:44Z,4945,0,582,123,0,0,0,0.0,0,https://github.com/soimort/you-get
pocketbase/pocketbase,pocketbase,Open Source realtime backend in 1 file,Go,56556,3164,2022-07-05T06:06:21Z,2026-03-05T17:37:37Z,1339,0,55,244,24,1928,1952,0.9877049180327869,0,https://github.com/pocketbase/pocketbase
dani-garcia/vaultwarden,dani-garcia,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",Rust,56341,2598,2018-02-17T22:40:20Z,2026-03-05T17:54:07Z,2937,0,1080,78,10,2552,2562,0.9960967993754879,0,https://github.com/dani-garcia/vaultwarden
remix-run/react-router,remix-run,Declarative routing for React,TypeScript,56281,10830,2014-05-16T22:22:51Z,2026-03-05T16:58:53Z,4310,0,3414,326,114,8197,8311,0.9862832390807363,0,https://github.com/remix-run/react-router
pathwaycom/llm-app,pathwaycom,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more.",Jupyter Notebook,56217,1364,2023-07-19T08:43:37Z,2026-03-05T16:54:35Z,960,0,49,0,5,13,18,0.7222222222222222,0,https://github.com/pathwaycom/llm-app
meilisearch/meilisearch,meilisearch,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,Rust,56194,2398,2018-04-23T11:45:28Z,2026-03-05T17:32:51Z,2873,0,2338,299,226,2167,2393,0.9055578771416631,0,https://github.com/meilisearch/meilisearch
ageitgey/face_recognition,ageitgey,The world's simplest facial recognition api for Python and the command line,Python,56177,13709,2017-03-03T21:52:39Z,2026-03-05T16:23:56Z,3288,0,94,2,780,598,1378,0.4339622641509434,0,https://github.com/ageitgey/face_recognition
rust-unofficial/awesome-rust,rust-unofficial,A curated list of Rust code and resources.,Rust,55987,3196,2014-07-17T10:45:10Z,2026-03-05T17:07:20Z,4249,0,1695,0,10,133,143,0.9300699300699301,0,https://github.com/rust-unofficial/awesome-rust
pi-hole/pi-hole,pi-hole,A black hole for Internet advertisements,Shell,55974,2993,2014-06-08T15:02:55Z,2026-03-05T17:45:46Z,4288,0,2171,123,31,3095,3126,0.9900831733845169,0,https://github.com/pi-hole/pi-hole
gatsbyjs/gatsby,gatsbyjs,"React-based framework with performance, scalability, and security built in.",JavaScript,55945,10221,2015-05-21T22:43:05Z,2026-03-05T16:44:22Z,3940,0,18251,158,216,13914,14130,0.9847133757961783,0,https://github.com/gatsbyjs/gatsby
rclone/rclone,rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",Go,55859,4943,2014-03-16T16:19:57Z,2026-03-05T12:36:49Z,4372,0,2307,121,933,5034,5967,0.8436400201106083,0,https://github.com/rclone/rclone
azl397985856/leetcode,azl397985856,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),JavaScript,55819,9443,2018-03-30T09:13:51Z,2026-03-05T15:29:35Z,2897,0,257,40,8,248,256,0.96875,0,https://github.com/azl397985856/leetcode
Textualize/rich,Textualize,Rich is a Python library for rich text and beautiful formatting in the terminal.,Python,55689,2059,2019-11-10T15:28:09Z,2026-03-05T17:17:37Z,2307,0,860,175,217,1264,1481,0.8534773801485482,0,https://github.com/Textualize/rich
Mintplex-Labs/anything-llm,Mintplex-Labs,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more.",JavaScript,55646,6017,2023-06-04T02:29:14Z,2026-03-05T17:51:15Z,1005,0,1295,25,276,2943,3219,0.9142590866728798,0,https://github.com/Mintplex-Labs/anything-llm
wasabeef/awesome-android-ui,wasabeef,A curated list of awesome Android UI/UX libraries,Unknown,55567,10267,2014-12-24T01:45:03Z,2026-03-05T16:20:52Z,4089,0,90,0,21,94,115,0.8173913043478261,0,https://github.com/wasabeef/awesome-android-ui
opendatalab/MinerU,opendatalab,Transforms complex documents like PDFs into LLM-ready markdown/JSON for your Agentic workflows.,Python,55546,4600,2024-02-29T08:52:34Z,2026-03-05T17:53:36Z,735,0,1318,143,190,1903,2093,0.9092212135690396,0,https://github.com/opendatalab/MinerU
RVC-Boss/GPT-SoVITS,RVC-Boss,1 min voice data can also be used to train a good TTS model! (few shot voice cloning),Python,55513,6063,2024-01-14T18:05:21Z,2026-03-05T17:31:40Z,780,0,355,4,776,1232,2008,0.6135458167330677,0,https://github.com/RVC-Boss/GPT-SoVITS
golang-standards/project-layout,golang-standards,Standard Go Project Layout,Makefile,55500,5437,2017-09-09T16:33:26Z,2026-03-05T16:47:08Z,3099,0,94,0,71,44,115,0.3826086956521739,0,https://github.com/golang-standards/project-layout
tiimgreen/github-cheat-sheet,tiimgreen,A list of cool features of Git and GitHub.,Unknown,55498,5400,2014-04-12T16:38:42Z,2026-03-05T16:12:41Z,4345,0,129,0,26,49,75,0.6533333333333333,0,https://github.com/tiimgreen/github-cheat-sheet
AntonOsika/gpt-engineer,AntonOsika,CLI platform to experiment with codegen. Precursor to: https://lovable.dev,Python,55211,7321,2023-04-29T12:52:15Z,2026-03-05T17:12:33Z,1041,0,351,21,31,470,501,0.93812375249501,0,https://github.com/AntonOsika/gpt-engineer
microsoft/autogen,microsoft,A programming framework for agentic AI,Python,55196,8300,2023-08-18T11:43:45Z,2026-03-05T17:53:49Z,930,0,2534,98,446,2494,2940,0.8482993197278912,0,https://github.com/microsoft/autogen
Z4nzu/hackingtool,Z4nzu,ALL IN ONE Hacking Tool For Hackers,Python,55166,6008,2020-04-11T09:21:31Z,2026-03-05T17:22:45Z,2154,0,57,0,70,322,392,0.8214285714285714,0,https://github.com/Z4nzu/hackingtool
FoundationAgents/OpenManus,FoundationAgents,"No fortress, purely open ground.  OpenManus is Coming.",Python,55028,9628,2025-03-06T14:08:14Z,2026-03-05T17:46:07Z,364,0,115,3,353,388,741,0.5236167341430499,0,https://github.com/FoundationAgents/OpenManus
appwrite/appwrite,appwrite,"Appwrite® - complete cloud infrastructure for your web, mobile and AI apps. Including Auth, Databases, Storage, Functions, Messaging, Hosting, Realtime and more",TypeScript,55019,5033,2019-04-08T16:36:25Z,2026-03-05T17:29:35Z,2523,0,4448,120,542,3756,4298,0.8738948348068869,0,https://github.com/appwrite/appwrite
deepfakes/faceswap,deepfakes,Deepfakes Software For All,Python,55014,13417,2017-12-19T09:44:13Z,2026-03-05T16:23:11Z,2998,0,363,5,2,896,898,0.9977728285077951,0,https://github.com/deepfakes/faceswap
docling-project/docling,docling-project,Get your documents ready for gen AI,Python,54969,3698,2024-07-09T07:50:26Z,2026-03-05T17:41:52Z,604,0,737,155,813,817,1630,0.5012269938650307,0,https://github.com/docling-project/docling
starship/starship,starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,54546,2395,2019-04-02T03:23:12Z,2026-03-05T15:46:33Z,2529,0,3060,138,776,1853,2629,0.7048307341194371,0,https://github.com/starship/starship
lencx/ChatGPT,lencx,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",Rust,54373,6197,2022-12-07T09:43:02Z,2026-03-05T16:23:45Z,1184,0,123,34,885,368,1253,0.2936951316839585,0,https://github.com/lencx/ChatGPT
marktext/marktext,marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",JavaScript,54218,4009,2017-11-12T16:05:25Z,2026-03-05T17:45:53Z,3035,0,944,36,1348,1654,3002,0.5509660226515656,0,https://github.com/marktext/marktext
ElemeFE/element,ElemeFE,A Vue.js 2.0 UI Toolkit for Web,Vue,54206,14548,2016-09-03T06:19:26Z,2026-03-05T15:43:37Z,3470,0,3231,145,2645,15249,17894,0.8521850899742931,0,https://github.com/ElemeFE/element
karpathy/nanoGPT,karpathy,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",Python,54172,9183,2022-12-28T00:51:12Z,2026-03-05T17:33:35Z,1163,0,45,0,239,114,353,0.32294617563739375,0,https://github.com/karpathy/nanoGPT
go-gitea/gitea,go-gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,54099,6425,2016-11-01T02:13:26Z,2026-03-05T17:08:55Z,3411,0,18516,224,2618,12818,15436,0.8303964757709251,0,https://github.com/go-gitea/gitea
maybe-finance/maybe,maybe-finance,The personal finance app for everyone,Ruby,54047,5402,2024-01-01T22:23:46Z,2026-03-05T13:48:06Z,793,0,1073,28,0,0,0,0.0,0,https://github.com/maybe-finance/maybe
ultralytics/ultralytics,ultralytics,Ultralytics YOLO 🚀,Python,53965,10372,2022-09-11T16:39:45Z,2026-03-05T16:35:37Z,1271,0,4242,349,132,12355,12487,0.989429006166413,0,https://github.com/ultralytics/ultralytics
psf/requests,psf,"A simple, yet elegant, HTTP library.",Python,53856,9768,2011-02-13T18:38:17Z,2026-03-05T14:33:10Z,5498,0,1618,14,186,3941,4127,0.9549309425732978,0,https://github.com/psf/requests
necolas/normalize.css,necolas,A modern alternative to CSS resets,CSS,53755,10467,2011-05-04T10:20:25Z,2026-03-05T15:43:12Z,5419,0,56,0,47,470,517,0.9090909090909091,0,https://github.com/necolas/normalize.css
laurent22/joplin,laurent22,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",TypeScript,53739,5878,2017-01-16T21:49:41Z,2026-03-05T16:35:02Z,3334,0,5230,400,582,7179,7761,0.9250096637031311,0,https://github.com/laurent22/joplin
facebookresearch/segment-anything,facebookresearch,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",Jupyter Notebook,53569,6258,2023-03-23T17:03:03Z,2026-03-05T16:22:51Z,1078,0,16,0,535,182,717,0.25383542538354253,0,https://github.com/facebookresearch/segment-anything
wagoodman/dive,wagoodman,A tool for exploring each layer in a docker image,Go,53484,1953,2018-05-13T15:44:01Z,2026-03-05T17:13:30Z,2853,0,164,28,168,205,373,0.5495978552278821,0,https://github.com/wagoodman/dive
unslothai/unsloth,unslothai,"Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train OpenAI gpt-oss, DeepSeek, Qwen, Llama, Gemma, TTS 2x faster with 70% less VRAM.",Python,53365,4435,2023-11-29T16:50:09Z,2026-03-05T17:51:21Z,827,0,775,23,862,2112,2974,0.7101546738399462,0,https://github.com/unslothai/unsloth
romkatv/powerlevel10k,romkatv,A Zsh theme,Shell,53208,2391,2019-02-24T19:09:45Z,2026-03-05T16:15:10Z,2565,0,168,33,116,2488,2604,0.9554531490015361,0,https://github.com/romkatv/powerlevel10k
vuejs/core,vuejs,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",TypeScript,53143,9061,2018-06-12T13:49:36Z,2026-03-05T17:29:45Z,2823,0,3638,268,651,5303,5954,0.8906617400067182,0,https://github.com/vuejs/core
ngosang/trackerslist,ngosang,Updated list of public BitTorrent trackers,Unknown,53092,6641,2016-04-24T11:57:57Z,2026-03-05T17:08:16Z,3602,0,1,0,8,501,509,0.9842829076620825,0,https://github.com/ngosang/trackerslist
microsoft/ai-agents-for-beginners,microsoft,12 Lessons to Get Started Building AI Agents,Jupyter Notebook,53075,18439,2024-11-28T10:42:52Z,2026-03-05T17:50:50Z,462,0,317,0,0,86,86,1.0,0,https://github.com/microsoft/ai-agents-for-beginners
google/material-design-icons,google,Material Design icons by Google (Material Symbols),Unknown,52940,9730,2014-10-08T18:01:28Z,2026-03-05T12:15:12Z,4165,0,50,16,386,1177,1563,0.7530390275111964,0,https://github.com/google/material-design-icons
mozilla/pdf.js,mozilla,PDF Reader in JavaScript,JavaScript,52927,10588,2011-04-26T06:32:03Z,2026-03-05T14:56:47Z,5427,0,8459,83,430,9992,10422,0.9587411245442333,0,https://github.com/mozilla/pdf.js
firstcontributions/first-contributions,firstcontributions,🚀✨ Help beginners to contribute to open source projects,Unknown,52847,99027,2016-09-20T14:35:09Z,2026-03-05T17:52:17Z,3453,0,94642,0,37,1328,1365,0.9728937728937729,0,https://github.com/firstcontributions/first-contributions
WerWolv/ImHex,WerWolv,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",C++,52784,2341,2020-11-10T14:27:00Z,2026-03-05T16:44:02Z,1941,0,725,82,304,1252,1556,0.8046272493573264,0,https://github.com/WerWolv/ImHex
Zie619/n8n-workflows,Zie619,all of the workflows of n8n i could find (also from the site itself),Python,52518,6735,2025-05-14T08:43:59Z,2026-03-05T17:55:14Z,295,0,34,1,18,80,98,0.8163265306122449,0,https://github.com/Zie619/n8n-workflows
JetBrains/kotlin,JetBrains,The Kotlin Programming Language. ,Kotlin,52417,6241,2012-02-13T17:29:58Z,2026-03-05T17:28:20Z,5134,0,2136,284,0,0,0,0.0,0,https://github.com/JetBrains/kotlin
ionic-team/ionic-framework,ionic-team,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",TypeScript,52382,13389,2013-08-20T23:06:02Z,2026-03-05T10:49:25Z,4579,0,6516,930,594,21545,22139,0.9731695198518452,0,https://github.com/ionic-team/ionic-framework
cloudcommunity/Free-Certifications,cloudcommunity,A curated list of free courses with certifications. Also available at https://free-certifications.com/,Unknown,52307,3478,2020-07-31T10:26:19Z,2026-03-05T17:52:31Z,2043,0,115,0,46,19,65,0.2923076923076923,0,https://github.com/cloudcommunity/Free-Certifications
sickcodes/Docker-OSX,sickcodes,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,Shell,52226,2903,2020-06-04T11:01:37Z,2026-03-05T17:51:54Z,2100,0,109,0,394,287,681,0.42143906020558003,0,https://github.com/sickcodes/Docker-OSX
TryGhost/Ghost,TryGhost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",JavaScript,51966,11354,2013-05-04T11:09:13Z,2026-03-05T17:25:12Z,4688,0,15690,953,66,7153,7219,0.9908574594819227,0,https://github.com/TryGhost/Ghost
typst/typst,typst,A markup-based typesetting system that is powerful and easy to learn.,Rust,51794,1491,2019-09-24T21:41:56Z,2026-03-05T17:29:41Z,2353,0,2234,27,1098,2958,4056,0.7292899408284024,0,https://github.com/typst/typst
PowerShell/PowerShell,PowerShell,PowerShell for every system!,C#,51745,8199,2016-01-13T23:41:35Z,2026-03-05T14:18:29Z,3703,0,8063,193,1184,12138,13322,0.9111244557874193,0,https://github.com/PowerShell/PowerShell
prettier/prettier,prettier,Prettier is an opinionated code formatter.,JavaScript,51726,4663,2016-11-29T17:13:37Z,2026-03-05T16:08:14Z,3383,0,9665,134,1199,5980,7179,0.832985095417189,0,https://github.com/prettier/prettier
2dust/v2rayNG,2dust,"A V2Ray client for Android, support Xray core and v2fly core",Kotlin,51712,6993,2019-05-15T02:15:31Z,2026-03-05T17:12:32Z,2486,0,541,282,5,3684,3689,0.9986446191379778,0,https://github.com/2dust/v2rayNG
etcd-io/etcd,etcd-io,Distributed reliable key-value store for the most critical data of a distributed system,Go,51611,10333,2013-07-06T21:57:21Z,2026-03-05T17:27:26Z,4624,0,10220,272,113,7007,7120,0.9841292134831461,0,https://github.com/etcd-io/etcd
xai-org/grok-1,xai-org,Grok open release,Python,51534,8492,2024-03-17T08:53:38Z,2026-03-05T15:38:17Z,718,0,5,0,0,0,0,0.0,0,https://github.com/xai-org/grok-1
termux/termux-app,termux,Termux - a terminal emulator application for Android OS extendible by variety of packages.,Java,51516,6137,2015-10-23T09:42:46Z,2026-03-05T17:56:45Z,3786,0,177,95,432,2592,3024,0.8571428571428571,0,https://github.com/termux/termux-app
google/guava,google,Google core libraries for Java,Java,51480,11143,2014-05-29T16:23:17Z,2026-03-05T16:33:55Z,4298,0,1195,57,619,3029,3648,0.8303179824561403,0,https://github.com/google/guava
vsouza/awesome-ios,vsouza,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",Swift,51461,6956,2014-07-10T16:03:45Z,2026-03-05T16:30:12Z,4256,0,2240,0,4,490,494,0.9919028340080972,0,https://github.com/vsouza/awesome-ios
jekyll/jekyll,jekyll,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,Ruby,51420,10292,2008-10-20T06:29:03Z,2026-03-05T10:22:22Z,6345,0,3197,112,127,4798,4925,0.9742131979695432,0,https://github.com/jekyll/jekyll
coollabsio/coolify,coollabsio,"An open-source, self-hostable PaaS alternative to Vercel, Heroku & Netlify that lets you easily deploy static sites, databases, full-stack applications and 280+ one-click services on your own servers.",PHP,51394,3735,2021-01-25T20:54:01Z,2026-03-05T17:47:50Z,1864,0,2305,665,580,2884,3464,0.8325635103926097,0,https://github.com/coollabsio/coolify
Semantic-Org/Semantic-UI,Semantic-Org,Semantic is a UI component framework based around useful principles from natural language.,JavaScript,51140,4903,2013-04-08T23:32:04Z,2026-03-05T15:43:49Z,4713,0,356,154,966,5269,6235,0.8450681635926223,0,https://github.com/Semantic-Org/Semantic-UI
chinese-poetry/chinese-poetry,chinese-poetry,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。",JavaScript,51020,10320,2016-09-02T03:32:25Z,2026-03-05T15:35:27Z,3471,0,137,1,121,92,213,0.431924882629108,0,https://github.com/chinese-poetry/chinese-poetry
DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,The repository for high quality TypeScript type definitions.,TypeScript,51010,30556,2012-10-05T16:39:45Z,2026-03-05T15:37:10Z,4899,0,52949,1,566,7543,8109,0.9302010112220989,0,https://github.com/DefinitelyTyped/DefinitelyTyped
agalwood/Motrix,agalwood,A full-featured download manager.,JavaScript,50975,4825,2018-12-18T11:45:05Z,2026-03-05T15:35:08Z,2634,0,192,21,757,597,1354,0.44091580502215655,0,https://github.com/agalwood/Motrix
ethereum/go-ethereum,ethereum,Go implementation of the Ethereum protocol,Go,50893,21828,2013-12-26T13:05:46Z,2026-03-05T13:43:42Z,4452,0,8780,228,187,8448,8635,0.978343949044586,0,https://github.com/ethereum/go-ethereum
justjavac/awesome-wechat-weapp,justjavac,微信小程序开发资源汇总 :100:,Unknown,50577,9019,2016-09-22T20:04:48Z,2026-03-05T15:06:54Z,3450,0,278,0,0,0,0,0.0,0,https://github.com/justjavac/awesome-wechat-weapp
poteto/hiring-without-whiteboards,poteto,⭐️  Companies that don't have a broken hiring process,JavaScript,50472,3882,2017-03-15T05:09:01Z,2026-03-05T11:44:08Z,3277,0,1309,0,0,0,0,0.0,0,https://github.com/poteto/hiring-without-whiteboards
charlax/professional-programming,charlax,A collection of learning resources for curious software engineers,Python,50419,3960,2015-11-07T05:07:52Z,2026-03-05T17:49:57Z,3771,0,43,0,0,32,32,1.0,0,https://github.com/charlax/professional-programming
